URL,Category
https://travel.padi.com/dive-resort/indonesia/komodo-dive-resort-neptune-scuba-diving-komodo/,resorts
https://travel.padi.com/dive-resort/indonesia/the-griya-villas-spa/,resorts
https://travel.padi.com/dive-resort/honduras/barefoot-cay-resort-barefoot-divers/,resorts
https://travel.padi.com/dive-resort/fiji/matamanoa-island/,resorts
https://travel.padi.com/dive-resort/indonesia/wakatobi-dive-resort-wakatobi-dive-resorts/,resorts
https://travel.padi.com/dive-resort/indonesia/kubu-indah-dive-spa-resort-kubu-indah-resort/,resorts
https://travel.padi.com/dive-resort/bonaire/chogogo-dive-beach-resort-bonaire-dive-center-scuba-do-bonaire/,resorts
https://travel.padi.com/dive-resort/indonesia/white-sands-beach-resort-eco-divers-lembeh/,resorts
https://travel.padi.com/dive-resort/belize/alaia-belize/,resorts
https://travel.padi.com/dive-resort/indonesia/bunaken-oasis-dive-resort-and-spa-bunaken-oasis-dive-resort/,resorts
https://travel.padi.com/dive-resort/fiji/paradise-cove-resort/,resorts
https://travel.padi.com/dive-resort/costa-rica/margaritaville/,resorts
https://travel.padi.com/dive-resort/thailand/bans-diving-resort-2/,resorts
https://travel.padi.com/dive-resort/honduras/the-mango-inn/,resorts
https://travel.padi.com/dive-resort/tanzania/zanzibar-pearl-boutique-hotel/,resorts
https://travel.padi.com/dive-resort/thailand/coral-view-resort-coral-view-divers/,resorts
https://travel.padi.com/dive-resort/malta/atlantis-gozo-dive-lodge-atlantis-gozo-diving-centre/,resorts
https://travel.padi.com/dive-resort/saint-lucia/anse-chastanet-anse-chastanet-scuba-st-lucia/,resorts
https://travel.padi.com/dive-resort/seychelles/hilton-seychelles-labriz-resort-spa/,resorts
https://travel.padi.com/dive-resort/mozambique/liquid-dive-adventures/,resorts
https://travel.padi.com/dive-resort/cyprus/alpha-divers-apartments-alpha-divers/,resorts
https://travel.padi.com/dive-resort/palau/palau-pacific-resort/,resorts
https://travel.padi.com/dive-resort/mexico/casa-del-mar-dive-resort-cozumel-marine-world/,resorts
https://travel.padi.com/dive-resort/malaysia/tioman-dive-resort/,resorts
https://travel.padi.com/dive-resort/republic-of-mauritius/victoria-beachcomber-resort-spa/,resorts
https://travel.padi.com/dive-resort/belize/hopkins-bay-resort/,resorts
https://travel.padi.com/dive-resort/saint-lucia/harmony-marina-suites/,resorts
https://travel.padi.com/dive-resort/south-africa/coral-divers-resort/,resorts
https://travel.padi.com/dive-resort/curacao/acoya-curacao-resort-villas-and-spa/,resorts
https://travel.padi.com/dive-resort/indonesia/blue-corner-dive-resort-blue-corner-dive/,resorts
https://travel.padi.com/dive-resort/costa-rica/villas-sol-hotel-beach-resort/,resorts
https://travel.padi.com/dive-resort/bonaire/sand-dollar-condominiums-bonaire/,resorts
https://travel.padi.com/dive-resort/bonaire/harbour-village-bonaire-great-adventures-bonaire/,resorts
https://travel.padi.com/dive-resort/philippines/sangat-island-dive-resort/,resorts
https://travel.padi.com/dive-resort/thailand/simple-life-cliff-view-resort-simple-life-divers/,resorts
https://travel.padi.com/dive-resort/malaysia/manukan-island-resort/,resorts
https://travel.padi.com/dive-resort/maldives/aveyla-manta-village/,resorts
https://travel.padi.com/dive-resort/bonaire/divi-flamingo-beach-resort-casino-divi-dive-bonaire/,resorts
https://travel.padi.com/dive-resort/maldives/plumeria-maldives-plumeria-diving-and-watersports-centre/,resorts
https://travel.padi.com/dive-resort/indonesia/ok-divers-resort-spa-ok-divers/,resorts
https://travel.padi.com/dive-resort/indonesia/bali-reef-divers-tulamben-bali-reef-dive-center-tulamben/,resorts
https://travel.padi.com/dive-resort/costa-rica/aguila-de-osa-marine-adventure-lodge-aguila-de-osa-rainforest-and-marine-adventure-lodg/,resorts
https://travel.padi.com/dive-resort/philippines/ocean-vida-beach-dive-resort-2/,resorts
